EventID,EventType,StartDateTime,EndDateTime,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,ZipCode(s),EventDuration in Hours,EncodedEventType,Mean Event Duration,Count Event Duration,Median Event Duration,Modal EventType,Max Event Duration,Min Event Duration,Maximum Event Duration for Shooting Permits,Minimum Event Duration for Shooting Permits,Average Event Duration for Shooting Permits,Maximum Event Duration for Theater Load in and Load Outs,Average Event Duration for Theater Load in and Load Outs,Maximum Event Duration for Rigging Permit,Average Event Duration for Rigging Permit,Maximum Event Duration for DCAS Prep/Shoot/Wrap Permit,Average Event Duration for DCAS Prep/Shoot/Wrap Permit
710578,Shooting Permit,5/3/23 6:00,5/3/23 22:00,Brooklyn,6,76,Commercial,Commercial,11231,16,0,23.6166433,4280,15,0,852,1,304,1,14.84963625,852,56.83068224,23,11.44166667,72,14.22727273
712307,Theater Load in and Load Outs,5/6/23 0:01,5/7/23 6:00,Manhattan,7,20,Theater,Theater,10023,29.98333333,1,23.61842331,4279,* Average estimate of,* 0 is representative of Shooting Permit,,,,,,,,,,,
711256,Shooting Permit,5/3/23 7:00,5/3/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,16,0,23.61693548,4278,* Hours retatining Film ,* Most popular Event Type,,,,,,,,,,,
712907,Theater Load in and Load Outs,5/5/23 0:01,5/6/23 6:00,Manhattan,"4, 5",14,Theater,Theater,"10001, 10121",29.98333333,1,23.61871639,4277,* Permit,"Event Type Mapping Dictionary:
Event Type: Shooting Permit --> Encoded Number: 0
Event Type: Theater Load in and Load Outs --> Encoded Number: 1
Event Type: Rigging Permit --> Encoded Number: 2
Event Type: DCAS Prep/Shoot/Wrap Permit --> Encoded Number: 3",,,,,,,,,,,
711948,Theater Load in and Load Outs,5/7/23 6:00,5/10/23 5:30,Manhattan,7,20,Theater,Theater,10023,71.5,1,23.61722794,4276,,,,,,,,,,,,,
712305,Theater Load in and Load Outs,5/4/23 0:01,5/7/23 6:00,Manhattan,4,18,Theater,Theater,10019,77.98333333,1,23.60602729,4275,,,,,,,,,,,,,
711623,Theater Load in and Load Outs,5/6/23 0:01,5/6/23 23:59,Manhattan,"11, 3","23, 9",Theater,Theater,"10003, 10029",23.96666667,1,23.59330448,4274,,,,,,,,,,,,,
713623,Shooting Permit,5/4/23 6:00,5/4/23 23:00,Queens,2,108,Television,Episodic series,11101,17,0,23.5932171,4273,,,,,,,,,,,,,
713106,Shooting Permit,5/4/23 7:00,5/4/23 23:00,Manhattan,5,18,Film,Feature,10019,16,0,23.59476046,4272,,,,,,,,,,,,,
711445,Shooting Permit,5/3/23 7:00,5/3/23 22:00,Brooklyn,1,94,Television,Episodic series,11222,15,0,23.59653867,4271,,Row Labels,Sum of EventDuration in Hours,Sum of Mean Event Duration,,,,,,,,,
712960,Shooting Permit,5/3/23 8:00,5/3/23 21:00,Brooklyn,1,94,Television,Episodic series,11222,13,0,23.59855191,4270,,DCAS Prep/Shoot/Wrap Permit,313,450.9157736,,,,,,,,,
712229,Rigging Permit,5/4/23 7:00,5/4/23 19:00,Manhattan,9,30,Television,Episodic series,"10027, 10031",12,2,23.60103459,4269,,Bronx,96,64.05981986,,,,,,,,,
713806,Shooting Permit,5/5/23 9:00,5/5/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,14,0,23.60375273,4268,,10451,96,64.05981986,,,,,,,,,
712790,Shooting Permit,5/3/23 6:00,5/3/23 18:00,Manhattan,10,32,Commercial,Commercial,"10027, 10030",12,0,23.60600344,4267,,Brooklyn,14,19.25886767,,,,,,,,,
713050,Shooting Permit,5/7/23 2:00,5/7/23 18:00,Brooklyn,"2, 3, 4, 5, 6, 8","10, 17, 18, 19, 5, 7, 84",Commercial,Commercial,"10001, 10002, 10017, 10022, 10065, 10152, 11201",16,0,23.60872402,4266,,11201,14,19.25886767,,,,,,,,,
713316,Shooting Permit,5/5/23 12:00,5/6/23 3:00,Brooklyn,1,94,Television,Episodic series,11222,15,0,23.61050801,4265,,Manhattan,179,329.1276354,,,,,,,,,
713077,Shooting Permit,5/4/23 0:00,5/4/23 20:00,Brooklyn,6,76,Commercial,Commercial,11231,20,0,23.61252736,4264,,10007,75,152.0445405,,,,,,,,,
713234,Shooting Permit,5/3/23 7:00,5/3/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,16,0,23.61337478,4263,,10010,4,19.56793039,,,,,,,,,
713137,Shooting Permit,5/4/23 6:00,5/4/23 17:00,Manhattan,"2, 5","14, 18, 84",Still Photography,Not Applicable,"10019, 10036, 11201",11,0,23.61516111,4262,,"10007, 10013",87,138.3460033,,,,,,,,,
714081,Shooting Permit,5/7/23 3:00,5/7/23 13:00,Manhattan,5,18,Television,News,"10036, 10105",10,0,23.61812172,4261,,"10007, 10013, 10038",13,19.16916115,,,,,,,,,
711616,Theater Load in and Load Outs,5/5/23 0:01,5/5/23 23:59,Manhattan,"11, 3","23, 9",Theater,Theater,"10003, 10029",23.96666667,1,23.62131847,4260,,Queens,8,19.26120155,,,,,,,,,
714247,Shooting Permit,5/6/23 6:00,5/6/23 16:00,Manhattan,5,18,Still Photography,Not Applicable,"10019, 10022",10,0,23.62123738,4259,,11101,8,19.26120155,,,,,,,,,
713097,Shooting Permit,5/3/23 6:00,5/3/23 22:00,Brooklyn,1,94,Film,Feature,11222,16,0,23.62443636,4258,,Staten Island,16,19.20824916,,,,,,,,,
711354,Shooting Permit,5/3/23 6:00,5/3/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,17,0,23.62622739,4257,,10304,16,19.20824916,,,,,,,,,
710579,Shooting Permit,5/4/23 6:00,5/4/23 22:00,Brooklyn,6,76,Commercial,Commercial,11231,16,0,23.6277843,4256,,Rigging Permit,686.5,1218.017167,,,,,,,,,
713548,Shooting Permit,5/5/23 12:00,5/6/23 3:00,Manhattan,"1, 4","1, 10",Television,Episodic series,"10001, 10013",15,0,23.62957697,4255,,Bronx,109,195.9282158,,,,,,,,,
711615,Theater Load in and Load Outs,5/4/23 0:01,5/4/23 23:59,Manhattan,"11, 3","23, 9",Theater,Theater,"10003, 10029",23.96666667,1,23.63160555,4254,,10452,109,195.9282158,,,,,,,,,
711947,Theater Load in and Load Outs,5/6/23 6:00,5/7/23 5:30,Manhattan,7,20,Theater,Theater,10023,23.5,1,23.63152677,4253,,Brooklyn,101,143.7205768,,,,,,,,,
713638,Shooting Permit,5/5/23 8:00,5/5/23 22:00,Brooklyn,1,94,Film,Feature,11222,14,0,23.6315577,4252,,11210,14,23.44517857,,,,,,,,,
711844,Shooting Permit,5/3/23 6:00,5/3/23 22:00,Brooklyn,1,90,WEB,Not Applicable,11237,16,0,23.63382341,4251,,11231,37,39.41999276,,,,,,,,,
711876,Shooting Permit,5/3/23 7:00,5/3/23 21:00,Queens,2,108,Television,Cable-episodic,11101,14,0,23.63561961,4250,,11232,50,80.85540547,,,,,,,,,
712565,Shooting Permit,5/3/23 7:00,5/3/23 21:00,Manhattan,4,10,Commercial,Commercial,10011,14,0,23.63788735,4249,,Manhattan,380.5,719.3347868,,,,,,,,,
712483,Shooting Permit,5/3/23 7:00,5/3/23 22:00,Manhattan,10,32,Commercial,Commercial,10030,15,0,23.64015615,4248,,10001,12,19.72291385,,,,,,,,,
712502,Shooting Permit,5/3/23 12:00,5/3/23 17:00,Brooklyn,1,94,Television,Episodic series,11222,5,0,23.64219057,4247,,10003,77,205.0323334,,,,,,,,,
713364,Shooting Permit,5/4/23 8:00,5/4/23 23:00,Brooklyn,"1, 2","108, 94",Film,Feature,"11101, 11222",15,0,23.6465811,4246,,10011,46,80.90360192,,,,,,,,,
709611,Theater Load in and Load Outs,5/6/23 0:01,5/6/23 23:59,Manhattan,5,18,Theater,Theater,"10019, 10020, 10112",23.96666667,1,23.64861798,4245,,10016,14,19.71273134,,,,,,,,,
711871,Theater Load in and Load Outs,5/5/23 0:01,5/6/23 6:00,Manhattan,"4, 5",14,Theater,Theater,"10001, 10121",29.98333333,1,23.64854304,4244,,10021,14,19.75352273,,,,,,,,,
742162,Theater Load in and Load Outs,10/21/23 0:01,10/21/23 23:59,Manhattan,4,14,Theater,Theater,10001,23.96666667,1,23.64705004,4243,,10036,7,19.94550318,,,,,,,,,
712017,Shooting Permit,5/4/23 6:00,5/4/23 20:00,Brooklyn,"3, 8","78, 81",Commercial,Commercial,"11233, 11238",14,0,23.6469747,4242,,10065,15.5,22.95021448,,,,,,,,,
712881,Shooting Permit,5/4/23 16:00,5/4/23 19:00,Manhattan,"12, 9","30, 33",Television,Cable-episodic,10032,3,0,23.64924939,4241,,"10004, 10005",24,38.64355487,,,,,,,,,
712228,Rigging Permit,5/3/23 7:00,5/3/23 19:00,Manhattan,9,30,Television,Episodic series,"10027, 10031",12,2,23.6541195,4240,,"10007, 10013",39,59.53232856,,,,,,,,,
711583,Theater Load in and Load Outs,5/3/23 0:01,5/3/23 23:59,Manhattan,"11, 3","23, 9",Theater,Theater,"10003, 10029",23.96666667,1,23.65686876,4239,,"10027, 10031",132,233.1380824,,,,,,,,,
711321,Shooting Permit,5/3/23 6:00,5/3/23 21:00,Brooklyn,5,75,Documentary,Not Applicable,11207,15,0,23.65679566,4238,,Queens,96,159.0335875,,,,,,,,,
712562,Theater Load in and Load Outs,5/4/23 0:01,5/4/23 23:59,Manhattan,4,14,Theater,Theater,10001,23.96666667,1,23.6588388,4237,,11101,24,41.94556401,,,,,,,,,
710560,Theater Load in and Load Outs,5/5/23 8:00,5/5/23 23:00,Brooklyn,2,88,Theater,Theater,11217,15,1,23.65876613,4236,,11106,12,19.10122324,,,,,,,,,
712457,Shooting Permit,5/4/23 6:00,5/4/23 20:00,Brooklyn,14,70,WEB,Not Applicable,11226,14,0,23.6608107,4235,,11385,60,97.98680021,,,,,,,,,
712230,Shooting Permit,5/5/23 16:00,5/6/23 7:00,Manhattan,9,"26, 30",Television,Episodic series,"10027, 10031",15,0,23.66309243,4234,,Shooting Permit,48988.95,68629.32556,,,,,,,,,
712510,Shooting Permit,5/3/23 6:00,5/3/23 20:00,Manhattan,"10, 64, 9","22, 28, 30",Documentary,Not Applicable,"10025, 10026, 10031",14,0,23.66513899,4233,,Bronx,1890.916667,2620.388024,,,,,,,,,
712287,Shooting Permit,5/3/23 17:00,5/3/23 23:59,Manhattan,1,5,Student,Student Film,10013,6.983333333,0,23.66742281,4232,,10451,28,42.10590124,,,,,,,,,
712638,Theater Load in and Load Outs,5/4/23 0:01,5/5/23 23:59,Manhattan,5,18,Theater,Theater,"10019, 10020, 10112",47.96666667,1,23.67136611,4231,,10452,98,135.2012119,,,,,,,,,
712984,Shooting Permit,5/3/23 18:00,5/4/23 0:00,Brooklyn,6,76,Commercial,Commercial,11231,6,0,23.66562254,4230,,10453,12,22.09152027,,,,,,,,,
713764,Shooting Permit,5/5/23 15:00,5/6/23 4:00,Manhattan,1,1,Television,Episodic series,10013,13,0,23.6697998,4229,,10454,460.6666667,550.4574729,,,,,,,,,
711785,Shooting Permit,5/4/23 10:00,5/5/23 6:00,Queens,"6, 7","109, 112",Television,Episodic series,"11359, 11375",20,0,23.6723234,4228,,10455,64,100.0365855,,,,,,,,,
711693,Theater Load in and Load Outs,5/6/23 0:01,5/7/23 6:00,Manhattan,"4, 5",14,Theater,Theater,"10001, 10121",29.98333333,1,23.67319218,4227,,10458,14,19.57552707,,,,,,,,,
711455,Theater Load in and Load Outs,5/5/23 0:01,5/16/23 23:59,Manhattan,4,14,Theater,Theater,10001,287.9666667,1,23.67169901,4226,,10461,16,22.80255648,,,,,,,,,
713094,Shooting Permit,5/5/23 9:00,5/5/23 23:59,Manhattan,"5, 8","18, 19",Film,Feature,"10019, 10021, 10022, 10075, 10152",14.98333333,0,23.60914398,4225,,10463,62,98.63246488,,,,,,,,,
711237,Shooting Permit,5/3/23 6:00,5/3/23 19:00,Brooklyn,14,70,Commercial,Promo,11230,13,0,23.61118608,4224,,10464,30,40.11025474,,,,,,,,,
745490,Shooting Permit,10/21/23 6:00,10/21/23 20:00,Brooklyn,1,94,Commercial,Commercial,11222,14,0,23.61369879,4223,,10465,14,18.87990196,,,,,,,,,
711497,Shooting Permit,5/5/23 7:00,5/5/23 17:30,Queens,14,100,WEB,Not Applicable,11694,10.5,0,23.61597584,4222,,10467,15,20.39849041,,,,,,,,,
711322,Shooting Permit,5/4/23 6:00,5/4/23 21:00,Brooklyn,5,75,Documentary,Not Applicable,11207,15,0,23.61908316,4221,,10468,73.5,100.8835981,,,,,,,,,
712494,Shooting Permit,5/3/23 7:00,5/3/23 23:00,Manhattan,5,18,Film,Feature,10019,16,0,23.62112559,4220,,10470,17,19.79196704,,,,,,,,,
713051,Shooting Permit,5/4/23 7:00,5/4/23 19:00,Brooklyn,2,88,Commercial,Commercial,"11217, 11238",12,0,23.62293197,4219,,10471,94.25,139.8493193,,,,,,,,,
712973,Theater Load in and Load Outs,5/4/23 0:01,5/5/23 6:00,Brooklyn,1,94,Theater,Theater,11222,29.98333333,1,23.62568753,4218,,10472,13,19.21775623,,,,,,,,,
712598,Shooting Permit,5/5/23 6:00,5/5/23 21:00,Brooklyn,2,88,WEB,Not Applicable,11238,15,0,23.62417991,4217,,10473,673,1004.116449,,,,,,,,,
714001,Shooting Permit,5/5/23 12:00,5/6/23 3:00,Brooklyn,"2, 6","76, 84",Television,Episodic series,11201,15,0,23.62622549,4216,,10474,59,78.64321961,,,,,,,,,
713026,Shooting Permit,5/7/23 6:00,5/7/23 20:00,Manhattan,"64, 8","19, 22",Film,Feature,10021,14,0,23.62827204,4215,,"10002, 10013, 10019, 10456, 11101, 11201",25.5,18.89640873,,,,,,,,,
713240,Rigging Permit,5/6/23 7:00,5/6/23 19:00,Manhattan,9,30,Television,Episodic series,"10027, 10031",12,2,23.63055687,4214,,"10016, 10467, 10468",17,22.82561885,,,,,,,,,
712304,Theater Load in and Load Outs,5/3/23 0:01,5/3/23 23:59,Manhattan,4,18,Theater,Theater,10019,23.96666667,1,23.63331751,4213,,"10024, 10027, 10115, 10453",12,19.21172036,,,,,,,,,
713547,Shooting Permit,5/6/23 4:00,5/6/23 20:00,Manhattan,"2, 3, 5, 8","18, 19, 5",Film,Feature,"10002, 10012, 10013, 10017, 10021, 10022, 10065, 10152",16,0,23.63323837,4212,,"10451, 10452",16,21.42586207,,,,,,,,,
712485,Theater Load in and Load Outs,5/4/23 0:01,5/5/23 6:00,Manhattan,5,14,Theater,Theater,10036,29.98333333,1,23.63505106,4211,,"10451, 10454",15,21.33626078,,,,,,,,,
711323,Shooting Permit,5/5/23 6:00,5/5/23 21:00,Brooklyn,5,75,Documentary,Not Applicable,11207,15,0,23.63354315,4210,,"10451, 10474",20.5,19.97222462,,,,,,,,,
711884,Shooting Permit,5/4/23 7:00,5/4/23 18:30,Manhattan,"12, 9","30, 33",Television,Cable-episodic,"10031, 10032",11.5,0,23.63559436,4209,,"10452, 10458, 10460, 10462, 10467",14.5,18.91166263,,,,,,,,,
712879,Shooting Permit,5/5/23 6:00,5/5/23 22:00,Queens,1,114,Commercial,Commercial,"11101, 11105",16,0,23.6384783,4208,,"10458, 10468",14,21.32872264,,,,,,,,,
711883,Theater Load in and Load Outs,5/4/23 7:00,5/4/23 23:59,Brooklyn,2,88,Theater,Theater,11217,16.98333333,1,23.64029395,4207,,"10466, 10470",13,23.68534702,,,,,,,,,
710274,Shooting Permit,5/3/23 6:00,5/3/23 22:00,Queens,2,108,Television,Episodic series,11101,16,0,23.64187668,4206,,Brooklyn,17307.05,24368.28417,,,,,,,,,
713279,Shooting Permit,5/6/23 6:00,5/6/23 21:00,Manhattan,"2, 6, 8","108, 114, 17, 19",Commercial,Commercial,"10022, 10044, 10065, 11101",15,0,23.64369402,4205,,11201,542,862.2003395,,,,,,,,,
713405,Shooting Permit,5/4/23 10:00,5/5/23 3:00,Queens,1,114,Television,Episodic series,11105,17,0,23.64575008,4204,,11205,110,228.1360245,,,,,,,,,
711533,Shooting Permit,5/6/23 8:00,5/6/23 15:00,Queens,14,100,WEB,Not Applicable,11694,7,0,23.64733127,4203,,11206,233.4833333,357.7398857,,,,,,,,,
712928,Shooting Permit,5/5/23 7:00,5/5/23 21:00,Bronx,9,43,Television,Episodic series,10473,14,0,23.65129304,4202,,11207,321,504.1679023,,,,,,,,,
711810,Shooting Permit,5/4/23 7:00,5/4/23 21:00,Queens,2,108,Television,Episodic series,11101,14,0,23.65359041,4201,,11208,30,39.19501604,,,,,,,,,
712522,Shooting Permit,5/4/23 6:00,5/4/23 22:00,Manhattan,1,"1, 94",Television,Episodic series,"10004, 11222",16,0,23.65588889,4200,,11209,193,317.4158235,,,,,,,,,
713679,Shooting Permit,5/6/23 6:00,5/6/23 21:00,Queens,14,"100, 101",Commercial,Commercial,"11691, 11692",15,0,23.65771215,4199,,11210,141.9833333,220.5400557,,,,,,,,,
713282,Shooting Permit,5/6/23 7:00,5/6/23 21:00,Brooklyn,1,94,Television,Cable-episodic,11222,14,0,23.6597745,4198,,11211,247.9666667,356.7158851,,,,,,,,,
713262,Shooting Permit,5/5/23 6:00,5/5/23 20:00,Brooklyn,6,76,Commercial,Commercial,11231,14,0,23.66207609,4197,,11212,14,21.71878955,,,,,,,,,
713728,Shooting Permit,5/5/23 8:00,5/5/23 22:00,Manhattan,10,"28, 32",Commercial,Commercial,10027,14,0,23.66437877,4196,,11213,28,45.92823501,,,,,,,,,
711789,Shooting Permit,5/3/23 7:00,5/3/23 21:00,Queens,2,108,Television,Episodic series,11101,14,0,23.66668256,4195,,11214,14,19.33701923,,,,,,,,,
711831,Shooting Permit,5/5/23 7:00,5/5/23 21:00,Queens,2,108,Television,Episodic series,11101,14,0,23.66898744,4194,,11215,114,192.0384273,,,,,,,,,
713219,Shooting Permit,5/4/23 6:00,5/4/23 21:00,Manhattan,1,1,Still Photography,Not Applicable,10013,15,0,23.67129343,4193,,11216,86.98333333,112.8880632,,,,,,,,,
713923,Shooting Permit,5/5/23 3:00,5/5/23 10:00,Manhattan,5,18,Television,News,"10036, 10105",7,0,23.67336196,4192,,11217,366.9333333,509.8021581,,,,,,,,,
712882,Shooting Permit,5/5/23 7:00,5/5/23 22:00,Brooklyn,1,94,Television,Cable-episodic,11222,15,0,23.67734033,4191,,11218,187,295.8239644,,,,,,,,,
745361,Shooting Permit,10/21/23 10:00,10/21/23 21:30,Manhattan,"10, 2","32, 6",Film,Feature,"10003, 10011, 10027",11.5,0,23.6794113,4190,,11220,147.5,212.8884031,,,,,,,,,
711201,Shooting Permit,4/27/23 13:00,4/28/23 0:00,Manhattan,1,"1, 5",Television,Cable-episodic,"10007, 10038, 10279, 10282",11,0,23.68231877,4189,,11221,141.95,214.1658076,,,,,,,,,
703262,Shooting Permit,3/24/23 14:00,3/25/23 3:00,Bronx,12,47,Television,Episodic series,"10466, 10470",13,0,23.68534702,4188,,11222,7050.316667,9140.618918,,,,,,,,,
745168,Theater Load in and Load Outs,10/21/23 0:01,10/22/23 6:00,Manhattan,"4, 5",14,Theater,Theater,"10001, 10121",29.98333333,1,23.68789905,4187,,11224,154,225.5401904,,,,,,,,,
713241,Rigging Permit,5/8/23 7:00,5/8/23 19:00,Manhattan,9,30,Television,Episodic series,"10027, 10031",12,2,23.68639513,4186,,11225,107,129.2417308,,,,,,,,,
713511,Theater Load in and Load Outs,5/8/23 0:01,5/9/23 23:59,Manhattan,"4, 5",14,Theater,Theater,"10001, 10121",47.96666667,1,23.68918757,4185,,11226,487.95,753.3321046,,,,,,,,,
713811,Shooting Permit,5/8/23 7:00,5/8/23 21:00,Queens,2,108,Television,Episodic series,11101,14,0,23.68338512,4184,,11228,34,39.03501027,,,,,,,,,
713032,Theater Load in and Load Outs,5/8/23 0:01,5/9/23 23:59,Manhattan,4,18,Theater,Theater,10019,47.96666667,1,23.68570006,4183,,11230,246,372.1875668,,,,,,,,,
710191,Theater Load in and Load Outs,5/8/23 5:00,5/16/23 23:00,Manhattan,5,18,Theater,Theater,"10019, 10020",210,1,23.67989399,4182,,11231,1162.75,1807.992297,,,,,,,,,
714047,Shooting Permit,5/8/23 6:00,5/8/23 23:00,Queens,2,108,Television,Episodic series,11101,17,0,23.63533046,4181,,11232,294.4833333,393.4729248,,,,,,,,,
713417,Shooting Permit,5/8/23 9:00,5/8/23 23:00,Brooklyn,"1, 4","10, 94",Television,Episodic series,"10001, 11222",14,0,23.63691786,4180,,11233,20,46.84216495,,,,,,,,,
713552,Shooting Permit,5/8/23 4:00,5/8/23 12:00,Brooklyn,2,84,Film,Feature,11201,8,0,23.6392239,4179,,11234,197,278.3861552,,,,,,,,,
713228,Shooting Permit,5/8/23 10:00,5/9/23 0:00,Manhattan,"5, 8","14, 18, 19",Film,Feature,"10017, 10021, 10022, 10075, 10152, 10167, 10171, 10172, 10177",14,0,23.64296713,4178,,11235,207,327.6314411,,,,,,,,,
714164,Shooting Permit,5/8/23 7:00,5/8/23 22:00,Manhattan,"1, 2, 5","1, 122, 14",Commercial,Commercial,"10001, 10004, 10018, 10305",15,0,23.64527572,4177,,11237,506.4833333,781.1932776,,,,,,,,,
713639,Shooting Permit,5/8/23 6:00,5/8/23 22:00,Brooklyn,1,94,Film,Feature,11222,16,0,23.64734595,4176,,11238,411.9666667,493.4177253,,,,,,,,,
714404,Shooting Permit,5/8/23 8:00,5/8/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,15,0,23.64917764,4175,,11249,260.5,402.4582208,,,,,,,,,
713655,Shooting Permit,5/8/23 7:00,5/8/23 21:00,Bronx,9,43,Television,Episodic series,10473,14,0,23.6512498,4174,,"10001, 10002, 10017, 10022, 10065, 10152, 11201",16,23.60872402,,,,,,,,,
713022,Theater Load in and Load Outs,5/13/23 0:01,5/27/23 13:00,Manhattan,7,20,Theater,Theater,10023,348.9833333,1,23.65356258,4173,,"10001, 10022, 11235",17,19.15843373,,,,,,,,,
715091,Shooting Permit,5/12/23 7:00,5/12/23 20:00,Brooklyn,2,84,Still Photography,Not Applicable,11201,13,0,23.57558325,4172,,"10001, 11215",15,19.31993154,,,,,,,,,
715627,Shooting Permit,5/12/23 6:00,5/12/23 22:00,Brooklyn,1,94,Film,Feature,11222,16,0,23.57811876,4171,,"10001, 11222",14,23.63691786,,,,,,,,,
714136,Shooting Permit,5/11/23 12:00,5/12/23 4:00,Manhattan,4,10,Television,Episodic series,10001,16,0,23.57993605,4170,,"10002, 10003, 10007, 10019, 10038, 11201",13.5,19.15007077,,,,,,,,,
745633,Theater Load in and Load Outs,10/21/23 0:01,10/22/23 6:00,Manhattan,"11, 3","23, 9",Theater,Theater,"10003, 10029",29.98333333,1,23.58175422,4169,,"10002, 10013, 10038, 11038, 11201, 11222",26,38.93957329,,,,,,,,,
714870,Shooting Permit,5/13/23 6:00,5/13/23 23:00,Manhattan,1,"1, 5",Television,Episodic series,10007,17,0,23.58021833,4168,,"10002, 10013, 10038, 11222",15,19.65452174,,,,,,,,,
715001,Shooting Permit,5/12/23 7:00,5/12/23 19:00,Queens,"1, 2","108, 114",Commercial,Commercial,11101,12,0,23.58179746,4167,,"10002, 10038, 11201",14,22.46976917,,,,,,,,,
710000,Shooting Permit,5/11/23 6:00,5/11/23 23:59,Manhattan,4,10,WEB,Not Applicable,"10001, 10018",17.98333333,0,23.58457753,4166,,"10003, 10009, 11206, 11237",18,21.7943913,,,,,,,,,
714064,Shooting Permit,5/10/23 6:00,5/10/23 20:00,Brooklyn,1,94,Commercial,Commercial,"11211, 11249",14,0,23.58592237,4165,,"10003, 10305, 11209",13,21.87883384,,,,,,,,,
715993,Theater Load in and Load Outs,5/13/23 6:00,5/13/23 23:59,Manhattan,12,33,Theater,Theater,10033,17.98333333,1,23.58822446,4164,,"10003, 11201, 11249",12.5,19.23567387,,,,,,,,,
715768,Shooting Permit,5/13/23 0:00,5/13/23 13:00,Manhattan,5,18,Television,News,"10036, 10105",13,0,23.58957082,4163,,"10004, 10005, 10007, 10014, 11201",19,22.09576421,,,,,,,,,
712894,Theater Load in and Load Outs,5/9/23 0:01,5/9/23 23:59,Manhattan,5,18,Theater,Theater,10019,23.96666667,1,23.59211517,4162,,"10007, 10013, 11233",12,22.89284671,,,,,,,,,
715845,Shooting Permit,5/12/23 5:00,5/12/23 11:00,Manhattan,5,18,Television,News,"10036, 10105",6,0,23.59202515,4161,,"10011, 10012, 10014, 11249",11,22.98858785,,,,,,,,,
713931,Theater Load in and Load Outs,5/10/23 8:00,5/10/23 23:00,Brooklyn,2,88,Theater,Theater,11217,15,1,23.59625401,4160,,"10014, 11218",15,20.43668108,,,,,,,,,
710001,Shooting Permit,5/12/23 6:00,5/12/23 23:59,Manhattan,4,10,WEB,Not Applicable,"10001, 10018",17.98333333,0,23.59832091,4159,,"10016, 11206, 11211, 11232",14.98333333,19.5926875,,,,,,,,,
714206,Shooting Permit,5/9/23 7:00,5/9/23 23:30,Brooklyn,3,"79, 81",Film,Feature,11206,16.5,0,23.59967132,4158,,"10017, 10021, 10022, 10028, 10029, 10035, 10037, 10065, 10075, 10128, 10152, 10167, 10171, 10172, 10177, 11201",10.5,21.17126168,,,,,,,,,
714431,Theater Load in and Load Outs,5/11/23 0:01,5/12/23 6:00,Brooklyn,1,94,Theater,Theater,11222,29.98333333,1,23.6013792,4157,,"10018, 11201, 11249",12,22.44465738,,,,,,,,,
715457,Shooting Permit,5/14/23 7:00,5/14/23 18:00,Manhattan,2,6,Television,Not Applicable,"10011, 10012",11,0,23.5998436,4156,,"10019, 10023, 11222",14,20.46203125,,,,,,,,,
715266,Shooting Permit,5/10/23 0:00,5/10/23 23:00,Brooklyn,1,94,Television,Episodic series,11222,23,0,23.60287605,4155,,"10019, 11222",15,20.44259622,,,,,,,,,
714774,Shooting Permit,5/11/23 7:00,5/11/23 22:00,Bronx,9,43,Television,Episodic series,10473,15,0,23.60302118,4154,,"10023, 11222",14,19.37146371,,,,,,,,,
714266,Shooting Permit,5/10/23 7:00,5/10/23 21:00,Brooklyn,1,94,Commercial,Commercial,11222,14,0,23.6050927,4153,,"10454, 11221, 11237",17.98333333,23.44030129,,,,,,,,,
715132,Shooting Permit,5/11/23 14:00,5/12/23 4:00,Manhattan,1,1,Television,Episodic series,10013,14,0,23.60740607,4152,,"11101, 11106, 11222",16,20.46129898,,,,,,,,,
714775,Shooting Permit,5/12/23 7:00,5/12/23 21:00,Bronx,9,43,Television,Episodic series,10473,14,0,23.60972055,4151,,"11101, 11109, 11222",20.5,20.44853502,,,,,,,,,
714770,Shooting Permit,5/13/23 7:00,5/13/23 20:00,Manhattan,2,6,WEB,Not Applicable,10014,13,0,23.61203614,4150,,"11101, 11201",17,19.36761107,,,,,,,,,
713656,Shooting Permit,5/9/23 7:00,5/9/23 21:00,Bronx,9,43,Television,Episodic series,10473,14,0,23.61459388,4149,,"11101, 11211",20.75,42.73608846,,,,,,,,,
712563,Shooting Permit,5/11/23 16:00,5/11/23 21:00,Brooklyn,3,81,Film,Feature,11233,5,0,23.61691176,4148,,"11101, 11211, 11222",13,19.42894462,,,,,,,,,
707633,Theater Load in and Load Outs,5/14/23 7:00,5/14/23 19:00,Brooklyn,2,88,Theater,Theater,11217,12,1,23.62140101,4147,,"11101, 11217",14,19.22314748,,,,,,,,,
714085,Shooting Permit,5/11/23 6:00,5/11/23 20:00,Brooklyn,"1, 2","84, 90, 94",Commercial,Commercial,"11201, 11211",14,0,23.62420405,4146,,"11101, 11222",181,162.5283618,,,,,,,,,
713646,Shooting Permit,5/11/23 6:00,5/11/23 23:59,Bronx,1,40,Television,Episodic series,10454,17.98333333,0,23.62652593,4145,,"11101, 11232",14,22.3354905,,,,,,,,,
714140,Theater Load in and Load Outs,5/10/23 1:00,5/10/23 23:59,Manhattan,7,20,Theater,Theater,10023,22.98333333,1,23.62788771,4144,,"11102, 11105, 11222, 11249",18,21.42932812,,,,,,,,,
